Date,R_benchmark_book,nav,drawdown,hs_var_return,var_breach,realized_vol_20d,gold_alarm,alarm_score,dashboard_state,recommended_action
2010-03-26,-0.004027691936381795,98.13246887564053,-0.039747973027728034,,0,0.2238125071229062,0,0,Green,Normal monitoring
2010-03-29,0.023433669383940137,100.43207270710208,-0.01724574450240146,,0,0.23377671552955914,0,0,Green,Normal monitoring
2010-03-30,0.0013542705968632206,100.56808491015134,-0.0159148293102388,,0,0.22791990957389843,0,0,Green,Normal monitoring
2010-03-31,0.017319596316420924,102.30988354311073,0.0,,0,0.2308111957361581,0,0,Green,Normal monitoring
2010-04-01,0.01571629967694393,103.9178163327875,0.0,,0,0.2316758876455644,0,0,Green,Normal monitoring
2010-04-05,0.022015076223910402,106.20557498037613,0.0,,0,0.23619729796172448,0,0,Green,Normal monitoring
2010-04-06,0.0031390396568697163,106.5389584920202,0.0,,0,0.2358121329542641,0,0,Green,Normal monitoring
2010-04-07,-0.006521569578956273,105.84415726134495,-0.006521569578956332,,0,0.23554769524310598,0,0,Green,Normal monitoring
2010-04-08,-0.009154979520032466,104.87515616930226,-0.015616844263054874,,0,0.2392279920917126,0,0,Green,Normal monitoring
2010-04-09,0.00023584381779800774,104.89989032652538,-0.015384683581429859,,0,0.23865119817732663,0,0,Green,Normal monitoring
2010-04-12,-0.0007076083848102852,104.82566228456464,-0.016081405635140378,,0,0.23340311018682497,0,0,Green,Normal monitoring
2010-04-13,-0.0005899513179947271,104.7638202469402,-0.016661869706685373,,0,0.2186817098094441,0,0,Green,Normal monitoring
2010-04-14,0.016738264983995648,106.51738483096915,-0.0002024955129692474,,0,0.22027748523454416,0,0,Green,Normal monitoring
2010-04-15,0.01177023333210063,107.77111930435481,0.0,,0,0.1873253994427378,0,0,Green,Normal monitoring
2010-04-16,-0.013629228437897191,106.3022821003479,-0.013629228437897156,,0,0.1941416494653222,0,0,Green,Normal monitoring
2010-04-19,-0.020679793398385323,104.10397286873582,-0.03402717220800733,,0,0.19546487643275326,0,0,Green,Normal monitoring
2010-04-20,0.006744386603925184,104.80609030876712,-0.02751227800849121,,0,0.19497360741365855,0,0,Green,Normal monitoring
2010-04-21,0.010557211208390628,105.91255034008245,-0.017245519729860215,,0,0.19699225005355292,0,0,Green,Normal monitoring
2010-04-22,-0.00035010539135263175,105.87546978519649,-0.017589587371778626,,0,0.18772170705577312,0,0,Green,Normal monitoring
2010-04-23,0.018274876479931756,107.81033091777567,0.0,,0,0.19405376007488132,0,0,Green,Normal monitoring
2010-04-26,-0.0048253559221713305,107.29010769901033,-0.004825355922171259,,0,0.19454318211621324,0,0,Green,Normal monitoring
2010-04-27,-0.012166340302257227,105.98477973767832,-0.016932989302200108,,0,0.18967260862120505,0,0,Green,Normal monitoring
2010-04-28,0.0044202104936148295,106.45325477323826,-0.012587626185587175,,0,0.1896830242324468,0,0,Green,Normal monitoring
2010-04-29,0.008551974478643962,107.36364029122758,-0.00414330076482905,,0,0.18329806813582927,0,0,Green,Normal monitoring
2010-04-30,0.006194821958847192,108.02873892768545,0.0,,0,0.17719089691445145,0,0,Green,Normal monitoring
2010-05-03,0.017009140743372383,109.86621495243547,0.0,,0,0.17045437136133,0,0,Green,Normal monitoring
2010-05-04,0.0,109.86621495243547,0.0,,0,0.17047941931189914,0,0,Green,Normal monitoring
2010-05-05,-0.07383126656982303,101.75465314926473,-0.07383126656982308,,0,0.3172352363019371,0,0,Green,Normal monitoring
2010-05-06,-0.034231349368131755,98.27145406747918,-0.10553527205771152,,0,0.33685679000617547,0,0,Green,Normal monitoring
2010-05-07,-0.019735051667033737,96.33206184406295,-0.12318757967799188,,0,0.34171628765137896,0,0,Green,Normal monitoring
2010-05-10,0.023361200150872882,98.58249442174836,-0.10270418923207814,,0,0.3552278515692282,0,0,Green,Normal monitoring
2010-05-11,0.004607381486849591,99.0367015814746,-0.0985700051253181,,0,0.35613865325094435,0,0,Green,Normal monitoring
2010-05-12,0.00878228301908652,99.90646992403991,-0.09065339178843512,,0,0.3515100721699345,0,0,Green,Normal monitoring
2010-05-13,-0.013514511738463316,98.55628276350305,-0.10294276719944206,,0,0.34890665861054976,0,0,Green,Normal monitoring
2010-05-14,-0.03726033778239271,94.88404237715791,-0.13636742270372937,,0,0.3669718522333481,0,0,Green,Normal monitoring
2010-05-17,-0.02731982161142382,92.29182726564319,-0.15996171065327758,,0,0.37136826697819725,0,0,Green,Normal monitoring
2010-05-18,-0.008961447980136318,91.4647588566104,-0.16748967008458093,,0,0.36854131085799896,0,0,Green,Normal monitoring
2010-05-19,-0.00999195256231621,90.55084732499147,-0.17580807380873398,,0,0.36308897412197944,0,0,Green,Normal monitoring
2010-05-20,-0.025425764891641955,88.24852277016727,-0.19676378394966254,,0,0.3673795054435109,0,0,Green,Normal monitoring
2010-05-21,-0.0022296000938832375,88.05176385551384,-0.19855467949237893,,0,0.3543123601922107,0,0,Green,Normal monitoring
2010-05-24,-0.0071404173408709005,87.42303751398566,-0.2042773335566913,,0,0.3539739369024745,0,0,Green,Normal monitoring
2010-05-25,-0.023025393335210885,85.41008768866723,-0.22259916093729148,,0,0.3569642309755678,0,0,Green,Normal monitoring
2010-05-26,0.03100248007867094,88.0580122307527,-0.19849780691110752,,0,0.3831949245464307,0,0,Green,Normal monitoring
2010-05-27,0.03989608021018489,91.57118174986024,-0.16652101112699402,,0,0.417063550205965,0,0,Green,Normal monitoring
2010-05-28,-0.008609240930625182,90.78282338387362,-0.17369663255281576,,0,0.41387183664884836,0,0,Green,Normal monitoring
2010-06-01,-0.017856367535824653,89.16177192359132,-0.18845140917804215,,0,0.4039439285325559,0,0,Green,Normal monitoring
2010-06-02,0.014202081149455193,90.42805464387938,-0.17692573023446267,,0,0.4117126806009482,0,0,Green,Normal monitoring
2010-06-03,0.022258945557274493,92.44088778904774,-0.1586049648741581,,0,0.3486051405845563,0,0,Green,Normal monitoring
2010-06-04,-0.04502465315984896,88.27876887855734,-0.1964884845011181,,0,0.36261359668030496,0,0,Green,Normal monitoring
2010-06-07,0.0,88.27876887855734,-0.1964884845011181,,0,0.3587953897305649,0,0,Green,Normal monitoring
2010-06-08,0.0,88.27876887855734,-0.1964884845011181,,0,0.34436241562575387,0,0,Green,Normal monitoring
2010-06-09,0.0,88.27876887855734,-0.1964884845011181,,0,0.34299340850833343,0,0,Green,Normal monitoring
2010-06-10,0.04343204840468867,92.11289664159716,-0.16159033346624596,,0,0.38198089281843,0,0,Green,Normal monitoring
2010-06-11,-0.012563683638796834,90.95561934913896,-0.17212384727628516,,0,0.3816742456189612,0,0,Green,Normal monitoring
2010-06-14,0.011367537990661078,91.9895608075544,-0.16271293365863593,,0,0.36362037298101657,0,0,Green,Normal monitoring
2010-06-15,0.013210232269377191,93.20476427218019,-0.1516521770361211,,0,0.3534724588172855,0,0,Green,Normal monitoring
2010-06-16,0.02514065917263948,95.54799348401328,-0.1303241535591355,,0,0.36170672410722454,0,0,Green,Normal monitoring
2010-06-17,0.006886915583629813,96.20602444932288,-0.12433476941957555,,0,0.35896901119132313,0,0,Green,Normal monitoring
2010-06-18,-0.005863612466163046,95.64190960504185,-0.12946933098179247,,0,0.34465454835452736,0,0,Green,Normal monitoring
2010-06-21,0.0076413829616600966,96.37274606351845,-0.12281727275995413,,0,0.34397199234066195,0,0,Green,Normal monitoring
2010-06-22,-0.009945240408626892,95.41429593507722,-0.1315410658646513,,0,0.34539883474430627,0,0,Green,Normal monitoring
2010-06-23,-0.022941895324092066,93.22531114531274,-0.15146515982485698,,0,0.34531035160175144,0,0,Green,Normal monitoring
2010-06-24,0.002618890856965121,93.46945806030892,-0.14924293969010594,,0,0.33093836989660114,0,0,Green,Normal monitoring
2010-06-25,0.021347618147680398,95.46480835945103,-0.13108130283016728,,0,0.30950960732861527,0,0,Green,Normal monitoring
2010-06-28,-0.0068076354593343226,94.81491874494468,-0.1369965845642992,,0,0.30873517863332334,0,0,Green,Normal monitoring
2010-06-29,-0.028100835020216926,92.15054035583772,-0.16124770116334142,,0,0.31958130649698524,0,0,Green,Normal monitoring
2010-06-30,-0.005716204226606236,91.62378904757162,-0.1660421805990273,,0,0.3171766860666059,0,0,Green,Normal monitoring
2010-07-01,-0.03624429056044403,88.30294981508261,-0.19626839012055042,,0,0.33241169923624525,0,0,Green,Normal monitoring
2010-07-02,-0.009584000329909316,87.45665431492289,-0.20397135413479373,,0,0.2931709300942278,0,0,Green,Normal monitoring
2010-07-06,-0.0027953139063871804,87.2121855129103,-0.20619650407846324,,0,0.293300102860177,0,0,Green,Normal monitoring
2010-07-07,0.02842361878232248,89.69107142710244,-0.1836337361223146,,0,0.31070998080606743,0,0,Green,Normal monitoring
2010-07-08,0.016192459286892745,91.14339044958358,-0.17041475863128253,,0,0.31531799399632865,0,0,Green,Normal monitoring
2010-07-09,0.009458527818810897,92.00547274365171,-0.16256810354772155,,0,0.27647115049331966,0,0,Green,Normal monitoring
2010-07-12,-0.014019795905580648,90.71557479358925,-0.17430872782080575,,0,0.2774015501499631,0,0,Green,Normal monitoring
2010-07-13,0.030196953578393918,93.45490879446858,-0.14937536680472574,,0,0.2951101383341847,0,0,Green,Normal monitoring
2010-07-14,0.0015642698877334185,93.60109749415663,-0.14804476030525415,,0,0.29156979731905097,0,0,Green,Normal monitoring
2010-07-15,0.0,93.60109749415663,-0.14804476030525415,,0,0.2765127107834779,0,0,Green,Normal monitoring
2010-07-16,-0.018404540815957986,91.87841227490698,-0.16372460528758526,,0,0.28161191282646425,0,0,Green,Normal monitoring
2010-07-19,0.0033114804869331825,92.18266584432573,-0.16095529563629285,,0,0.2818898629579284,0,0,Green,Normal monitoring
2010-07-20,0.007903076677608971,92.91119252083983,-0.15432426100176477,,0,0.2820062687721892,0,0,Green,Normal monitoring
2010-07-21,-0.011214557164542036,91.86923464108912,-0.16380813991942655,,0,0.2825353528470194,0,0,Green,Normal monitoring
2010-07-22,0.031989109338153264,94.80804963283536,-0.13705910707963553,,0,0.29487776974878677,0,0,Green,Normal monitoring
2010-07-23,-0.004765936174912301,94.35620051941736,-0.14117182829801578,,0,0.29550648769044824,0,0,Green,Normal monitoring
2010-07-26,0.0006454088993657722,94.41709885094292,-0.1406175329529734,,0,0.2852205129480413,0,0,Green,Normal monitoring
2010-07-27,-0.017835567118706385,92.7331163472334,-0.15594510662463001,,0,0.29113224949293376,0,0,Green,Normal monitoring
2010-07-28,-0.0009198988389073914,92.64781126117731,-0.1567215517410202,,0,0.27292992270390276,0,0,Green,Normal monitoring
2010-07-29,0.019916035305956023,94.49298834127447,-0.13992678839274253,,0,0.28036444807871047,0,0,Green,Normal monitoring
2010-07-30,0.0075753585606673675,95.20880660942856,-0.13341142542639295,,0,0.24228793376175659,0,0,Green,Normal monitoring
2010-08-02,0.03321059160602354,98.37074740303116,-0.10463150618578299,,0,0.25786160919114376,0,0,Green,Normal monitoring
2010-08-03,0.022753282630280317,100.60900482124424,-0.08425893378777971,,0,0.2621864409490455,0,0,Green,Normal monitoring
2010-08-04,-0.0058224735684886285,100.0232115499206,-0.08959081194137986,,0,0.2536313403994044,0,0,Green,Normal monitoring
2010-08-05,-0.007203453976092583,99.30269894897977,-0.09614890262697207,,0,0.2542512221579522,0,0,Green,Normal monitoring
2010-08-06,-0.017927127938482664,97.52248676028479,-0.11235235688691614,,0,0.26538822613680507,0,0,Green,Normal monitoring
2010-08-09,0.010300980862875429,98.5270640301025,-0.10320871550223198,,0,0.2585980197249821,0,0,Green,Normal monitoring
2010-08-10,-0.017311590203421996,96.82140387366704,-0.11873359871745781,,0,0.25026001126572767,0,0,Green,Normal monitoring
2010-08-11,-0.0249313232414977,94.40751815699706,-0.14070473622970414,,0,0.2677744653392557,0,0,Green,Normal monitoring
2010-08-12,-0.02768527305318373,91.79382023854718,-0.16449456024049247,,0,0.2859624569684066,0,0,Green,Normal monitoring
2010-08-13,-0.005443763562299806,91.29411638468828,-0.16904285430955857,,0,0.27900857428727055,0,0,Green,Normal monitoring
2010-08-16,-0.003467623344209454,90.97754277552377,-0.1719243007059923,,0,0.278923424934409,0,0,Green,Normal monitoring
2010-08-17,0.027409830957958105,93.47122184397126,-0.14922688576795073,,0,0.2948676439737192,0,0,Green,Normal monitoring
2010-08-18,-0.005997398418474113,92.9106376859114,-0.15432931109772619,,0,0.29270073463205354,0,0,Green,Normal monitoring
2010-08-19,-0.01541834768545806,91.47810917039239,-0.16736815580662234,,0,0.27326743879566223,0,0,Green,Normal monitoring
2010-08-20,-0.013907697817999248,90.20585927108861,-0.17894814788930735,,0,0.2765586638976897,0,0,Green,Normal monitoring
2010-08-23,-0.008655712257412898,89.4250633093054,-0.18605493646959337,,0,0.277302417916999,0,0,Green,Normal monitoring
2010-08-24,-0.01698678506952981,87.90601897904114,-0.19988124632218918,,0,0.27669831862727934,0,0,Green,Normal monitoring
2010-08-25,0.015083325843023857,89.23193410686505,-0.18781279444735255,,0,0.28367322545255214,0,0,Green,Normal monitoring
2010-08-26,0.020741393874637266,91.08272879837122,-0.17096689971704415,,0,0.28452222235443625,0,0,Green,Normal monitoring
2010-08-27,0.021494925318360534,93.04054525168469,-0.15314689514001312,,0,0.29464070928282343,0,0,Green,Normal monitoring
2010-08-30,-0.000652568398463596,92.97982993207762,-0.15369952471438553,,0,0.2655977314689141,0,0,Green,Normal monitoring
2010-08-31,-0.02592050846463868,90.56974546328253,-0.17563606334765414,,0,0.25991092400646065,0,0,Green,Normal monitoring
2010-09-01,0.022651463317508176,92.62128273032013,-0.15696301387629685,,0,0.27791187900967135,0,0,Green,Normal monitoring
2010-09-02,0.007567909758446665,93.32223223973477,-0.1505829860422797,,0,0.2803713687259804,0,0,Green,Normal monitoring
2010-09-03,-0.0033854477492522546,93.00629469864357,-0.1534586429603595,,0,0.2747659890850205,0,0,Green,Normal monitoring
2010-09-07,0.01385942425639028,94.29530839538694,-0.14172606714256664,,0,0.27719725986250576,0,0,Green,Normal monitoring
2010-09-08,0.005516020863321567,94.81544328380923,-0.13699181022248008,,0,0.2723260027811343,0,0,Green,Normal monitoring
2010-09-09,-0.00899513840731234,93.9625652483207,-0.1447546883361729,,0,0.2592399695824285,0,0,Green,Normal monitoring
2010-09-10,0.008867274187617097,94.79575707774941,-0.13717099365997576,,0,0.23937958119008468,0,0,Green,Normal monitoring
2010-09-13,0.011069457182275607,95.84509465178296,-0.12761994491866946,,0,0.24000274621880463,0,0,Green,Normal monitoring
2010-09-14,0.0016436552256721133,96.00263094246239,-0.12618605288236295,,0,0.23898841204739596,0,0,Green,Normal monitoring
2010-09-15,-0.0031631580548553235,95.69895944710943,-0.12895006450763313,,0,0.22121002715297078,0,0,Green,Normal monitoring
2010-09-16,-0.005464150910138098,95.17604589074725,-0.13370961280542937,,0,0.22098563843133182,0,0,Green,Normal monitoring
2010-09-17,-0.0034463531239837582,94.84803562766324,-0.13669515538761456,,0,0.21291352032907324,0,0,Green,Normal monitoring
2010-09-20,0.014092794896689029,96.18470954011777,-0.12452877727917411,,0,0.20850136404984382,0,0,Green,Normal monitoring
2010-09-21,-0.011411326289342624,95.08711443550983,-0.13451906505857125,,0,0.2108129825280318,0,0,Green,Normal monitoring
2010-09-22,-0.006011417161264038,94.51550612397713,-0.13972183200362498,,0,0.20023732776040978,0,0,Green,Normal monitoring
2010-09-23,0.0020505410826178946,94.70931405222878,-0.13795779627766913,,0,0.1957094011148594,0,0,Green,Normal monitoring
2010-09-24,0.009682864797859476,95.62637153529452,-0.12961075816897694,,0,0.18615838585100966,0,0,Green,Normal monitoring
2010-09-27,-0.0038110189304615036,95.26193762312218,-0.13292782804646486,,0,0.17313183478070582,0,0,Green,Normal monitoring
2010-09-28,0.0017802572191023063,95.43152837528142,-0.13138421655286192,,0,0.17299498501147095,0,0,Green,Normal monitoring
2010-09-29,0.025835367369858316,97.89703696952388,-0.10894320868424767,,0,0.16194797897643895,0,0,Green,Normal monitoring
2010-09-30,0.01888700943087386,99.74601923002189,-0.09211381066322288,,0,0.15664570141015216,0,0,Green,Normal monitoring
2010-10-01,0.017343593381737053,101.4759736289943,-0.07636780175847113,,0,0.16349275668578697,0,0,Green,Normal monitoring
2010-10-04,-0.005627761056281001,100.90489109645684,-0.08156578307406215,,0,0.16506730446680123,0,0,Green,Normal monitoring
2010-10-05,0.01855867688269468,102.77755236619947,-0.06452085920412298,,0,0.1695218580833477,0,0,Green,Normal monitoring
2010-10-06,0.002589774591731342,103.0437230599178,-0.06209817909419513,,0,0.16957766707888128,0,0,Green,Normal monitoring
2010-10-07,-0.019348900551471593,101.04994030997807,-0.08024554815394558,,0,0.18367848155581568,0,0,Green,Normal monitoring
2010-10-08,0.007165902841285498,101.77405436435708,-0.07365467711417684,,0,0.1831428866868652,0,0,Green,Normal monitoring
2010-10-11,-0.0036959512545533236,101.39790242044818,-0.07707840427244617,,0,0.18267704123312117,0,0,Green,Normal monitoring
2010-10-12,-0.002631280301771748,101.13109611716828,-0.07950686968736376,,0,0.18368901021015985,0,0,Green,Normal monitoring
2010-10-13,0.013560329042031442,102.50246705689838,-0.06702467995939498,,0,0.18622148133512564,0,0,Green,Normal monitoring
2010-10-14,-0.0013004743990688713,102.3691652226495,-0.06823799047807078,,0,0.18413654241402452,0,0,Green,Normal monitoring
2010-10-15,-0.024914474507601342,99.81869126534536,-0.09145235131145635,,0,0.20926172627839748,0,0,Green,Normal monitoring
2010-10-18,0.023019908739376295,102.11650842875761,-0.07053766735327094,,0,0.21796039254177074,0,0,Green,Normal monitoring
2010-10-19,-0.03952897842496324,98.07994717024468,-0.10727836384727951,,0,0.2613069567614171,0,0,Green,Normal monitoring
2010-10-20,0.03036055953193178,101.05770924519561,-0.08017483546742132,,0,0.2784405569646636,0,0,Green,Normal monitoring
2010-10-21,-0.021399554922900507,98.89511924582054,-0.09985868459530223,,0,0.2921623726886211,0,0,Green,Normal monitoring
2010-10-22,0.01371460596988831,100.2514268386221,-0.08751360113730977,,0,0.29385443560036817,0,0,Green,Normal monitoring
2010-10-25,0.006967017142675228,100.94988024798441,-0.08115629275397551,,0,0.2932606699821594,0,0,Green,Normal monitoring
2010-10-26,0.0014354397595922953,101.09478771981846,-0.07983734796374331,,0,0.2932832865751314,0,0,Green,Normal monitoring
2010-10-27,-0.005153109696551623,100.57383518894865,-0.08457904704835584,,0,0.28175256101436047,0,0,Green,Normal monitoring
2010-10-28,0.004315951809468045,101.00790701491754,-0.08062813433003924,,0,0.2744801689987522,0,0,Green,Normal monitoring
2010-10-29,-0.005277627910831832,100.4748248656409,-0.08548023694873264,,0,0.2680351795398343,0,0,Green,Normal monitoring
2010-11-01,0.017524453759900867,102.23559128803296,-0.06945377764862515,,0,0.2745201377481455,0,0,Green,Normal monitoring
2010-11-02,0.009292555085120795,103.18562115173691,-0.06080662561817385,,0,0.2684728627609372,0,0,Green,Normal monitoring
2010-11-03,0.01129290290117336,104.35088635220073,-0.05020040603585463,,0,0.27120590721854776,0,0,Green,Normal monitoring
2010-11-04,0.018580678742156076,106.28979664797022,-0.0325524849109764,,0,0.2672778303683564,0,0,Green,Normal monitoring
2010-11-05,0.0012492263275861884,106.42257666029667,-0.0313439240045692,,0,0.2667814610689823,0,0,Green,Normal monitoring
2010-11-08,0.003964421284768452,106.84448058838865,-0.027503763239272616,,0,0.2658552210567243,0,0,Green,Normal monitoring
2010-11-09,-0.0014706406038171853,106.6873507569416,-0.028933955692112434,,0,0.2655751946346342,0,0,Green,Normal monitoring
2010-11-10,0.007106998724078838,107.44557762264652,-0.022032590554220133,,0,0.2630872984696611,0,0,Green,Normal monitoring
2010-11-11,-0.001687591430628247,107.26425338659165,-0.023682999973834495,,0,0.26316483064108503,0,0,Green,Normal monitoring
2010-11-12,-0.02820628106784394,104.23872770703701,-0.051221271687886705,,0,0.2679242962287737,0,0,Green,Normal monitoring
2010-11-15,0.004160900875092995,104.67245472037179,-0.04727349744698339,,0,0.25671376111664723,0,0,Green,Normal monitoring
2010-11-16,-0.022984078757885995,102.2666547772975,-0.06917103841638716,,0,0.22672653093562936,0,0,Green,Normal monitoring
2010-11-17,-0.017261360180662693,100.50139321471508,-0.0852384123888742,,0,0.21069635057534064,0,0,Green,Normal monitoring
2010-11-18,0.021030945074901292,102.61503249536482,-0.06600011168319508,,0,0.20786395167667157,0,0,Green,Normal monitoring
2010-11-19,-0.008383149826172654,101.75479530353859,-0.07382997268458347,,0,0.2060393103642145,0,0,Green,Normal monitoring
2010-11-22,-0.004515720849518913,101.29529905284787,-0.07801229798713116,,0,0.20553025763207342,0,0,Green,Normal monitoring
2010-11-23,-0.008492355187551348,100.43506339446185,-0.08584214503117871,,0,0.2077801006297089,0,0,Green,Normal monitoring
2010-11-24,0.030636926799850552,103.5120850798163,-0.05783515774499082,,0,0.23378025537114153,0,0,Green,Normal monitoring
2010-11-26,-0.003033423275908335,103.19808911159738,-0.06069314250722957,,0,0.2340797956157641,0,0,Green,Normal monitoring
2010-11-29,0.02035687374356925,105.29887958221977,-0.041571791402780556,,0,0.24224883825435437,0,0,Green,Normal monitoring
